text,Autism_Diagnosis
I really enjoy talking about my interests. group settings make me anxious.,1
Certain sounds really irritate me. i'm working on this.,1
I eat similar foods regularly. making friends feels challenging sometimes. i've noticed this for a while.,1
I usually understand sarcasm. i'm flexible with my schedule. stock different south nearly herself develop.,0
I'm okay with last-minute changes. teacher agency six prove record.,0
Concerts and parties are fun. my colleague says this is normal.,0
I really enjoy talkin' about my interests.,1
Eye contact feels natural. meeting new people excites me.,0
Bright lights can be painful... i eat similar foods regularly... i eat similar foods regularly... it depends on my mood...,1
Strong smells sometimes make me nauseous. people say i'm very literal. some clothing textures feel uncomfortable. it depends on my mood.,1
I adapt well to new situations. the between rise too audience.,1
I enjoy socializing with people. different textures don't bother me. it depends on my mood.,0
I like knowing what to expect. i sometimes miss social cues. making friends feels challenging sometimes. my family member says this is normal.,1
Conversations can be confusing. loud noises bother me. i eat similar foods regularly. i've noticed this for a while.,1
I sometimes don't get jokes right away. loud noises bother me. strong smells sometimes make me nauseous. i'm working on this.,1
I usually understand sarcasm. i like trying new restaurants. now note material must note event unit laugh.,1
Meeting new people excites me. hope next democratic capital entire.,0
I'm okay with last-minute changes. i've noticed this for a while.,0
I enjoy socializing with people. concerts and parties are fun.,0
I enjoy socializing with people. ten surface office bar leg.,0
I'm flexible with my schedule. employee drive probably social.,0
Group settings make me anxious. i'm working on this.,1
Eye contact feels natural... i'm working on this...,0
I like knowing what to expect.,1
Conversations can be confusing... people say i'm very literal... i'm working on this...,1
I enjoy socializing with people. my friend says this is normal.,0
I adapt well to new situations. i enjoy socializing with people. it depends on my mood.,0
I enjoy socializing with people. different textures don't bother me. them treatment third scene recent they.,0
Strong smells sometimes make me nauseous. my colleague says this is normal.,1
Concerts and parties are fun... i'm flexible with my schedule... west level assume standard...,0
Eye contact feels natural. concerts and parties are fun. i've noticed this for a while.,0
I really enjoy talking about my interests. group settings make me anxious. making friends feels challenging sometimes. it depends on my mood.,1
Changes to my schedule upset me. certain sounds really irritate me. some clothing textures feel uncomfortable. my colleague says this is normal.,1
I like knowing what to expect. it depends on my mood.,1
I really enjoy talking about my interests. i often struggle with eye contact. employee question study these.,1
I really enjoy talking about my interests. my friend says this is normal.,0
I prefer quiet time alone. i've noticed this for a while.,1
I like trying new restaurants. i'm flexible with my schedule. it depends on my mood.,0
Meeting new people excites me. i'm working on this.,0
I enjoy socializing with people. different textures don't bother me.,0
Meeting new people excites me. eye contact feels natural. i've noticed this for a while.,0
I like knowing what to expect. bright lights can be painful. i often struggle with eye contact. my colleague says this is normal.,0
Loud noises bother me. too side draw.,1
Loud noises bother me. i don't always read facial expressions well. i really enjoy talking about my interests.,1
Making friends feels challenging sometimes. making friends feels challenging sometimes.,1
Some clothing textures feel uncomfortable. group settings make me anxious. my friend says this is normal.,0
Concerts and parties are fun. it depends on my mood.,0
I'm okay with last-minute changes. i adapt well to new situations. too baby thousand among morning.,0
I'm flexible with my schedule. different textures don't bother me. i'm working on this.,0
Changes to my schedule upset me. i organize my things carefully. it depends on my mood.,1
I organize my things carefully. i often struggle with eye contact. i'm working on this.,1
I sumtimes don't get jokes right away. my colleague says this is normal.,1
Some clothing textures feel uncomfortable. i like knowing what to expect.,1
Conversations can be confusing. my friend says this is normal.,1
Eye contact feels natural. i'm working on this.,0
Loud noises bother me. i eat similar foods regularly. i'm working on this.,1
I sometimes miss social cues. i sometimes don't get jokes right away. conversations can be confusing. i've noticed this for a while.,1
Conversations can be confusing. i prefer stickin' to my routines. it depends on my mood.,1
I usually understand sarcasm. my colleague says this is normal.,0
I'm okay with last-minute changes. it depends on my mood.,0
I enjoy socializing with people. my friend says this is normal.,1
People say i'm very literal. changes to my schedule upset me. my family member says this is normal.,1
Making friends feels challenging sometimes. hospital sea only matter.,1
Strong smells sometimes make me nauseous. conversations can be confusing.,1
Making friends feels challenging sometimes. bright lights can be painful. my colleague says this is normal.,1
I enjoy socializing with people. meeting new people excites me. it depends on my mood.,0
I'm flexible with my schedule. eye contact feels natural. i've noticed this for a while.,0
I prefer sticking to my routines. it depends on my mood.,1
Meeting new people excites me. it depends on my mood.,1
I'm okay with last-minute changes. i'm working on this.,0
I usually understand sarcasm. i enjoy socializing with people. it depends on my mood.,0
Eye contact feels natural. southern while beyond mrs entire story money.,0
I prefer quiet time alone... i like knowing what to expect... i'm working on this...,1
Different textures don't bother me...,0
Loud noises bother me. it depends on my mood.,0
I like trying new restaurants. my friend says this is normal.,0
I prefer sticking to my routines. i don't always read facial expressions well. my colleague says this is normal.,1
I sometimes don't get jokes right away. i don't always read facial expressions well. my family member says this is normal.,1
Loud noises bother me. bright lights can be painful. still organization determine represent white range.,1
Making friends feels challenging sometimes. i organize my things carefully. bright lights can be painful. i've noticed this for a while.,1
Certain sounds really irritate me. i sumtimes miss social cues. i've noticed this for a while.,0
I prefer sticking to my routines. i often struggle with eye contact. bright lights can be painful. my friend says this is normal.,1
I'm flexible with my schedule... it depends on my mood...,0
I don't always read facial expressions well. i sumtimes don't get jokes right away. makin' friends feels challengin' sumtimes. i'm workin' on this.,1
I prefer sticking to my routines. i've noticed this for a while.,1
Meeting new people excites me... i'm okay with last-minute changes... it depends on my mood...,1
Certain sounds really irritate me. i like knowing what to expect. my friend says this is normal.,1
I usually understand sarcasm. my colleague says this is normal.,1
I sometimes don't get jokes right away. i'm working on this.,1
Bright lights can be painful. bright lights can be painful. it depends on my mood.,0
I adapt well to new situations. i adapt well to new situations. my family member says this is normal.,0
I adapt well to new situations. concerts and parties are fun. each society performance allow.,0
Concerts and parties are fun. eye contact feels natural. my family member says this is normal.,0
I usually understand sarcasm. it depends on my mood.,0
I sometimes don't get jokes right away. i really enjoy talking about my interests. i don't always read facial expressions well. i'm working on this.,0
I adapt well to new situations. i'm working on this.,0
Strong smells sometimes make me nauseous. it depends on my mood.,1
I sometimes miss social cues. i don't always read facial expressions well. i eat similar foods regularly. i'm working on this.,1
Certain sounds really irritate me... i sometimes don't get jokes right away... i often struggle with eye contact...,1
Bright lights can be painful... strong smells sometimes make me nauseous... i organize my things carefully...,1
I often struggle with eye contact. i really enjoy talking about my interests. i prefer quiet time alone.,1
I really enjoy talking about my interests. pretty with score challenge least.,1
I adapt well to new situations. operation law explain best.,0
I usually understand sarcasm. eye contact feels natural. it depends on my mood.,1
I sometimes miss social cues.,1
I often struggle with eye contact. those staff physical fact education.,1
I organize my things carefully. i don't always read facial expressions well. loud noises bother me. use know according fire.,0
I like knowing what to expect. i've noticed this for a while.,1
I sometimes miss social cues. conversations can be confusing. i really enjoy talking about my interests.,1
I prefer sticking to my routines. some clothing textures feel uncomfortable. group settings make me anxious. strong must surface travel.,1
I usually understand sarcasm. i'm working on this.,1
I organize my things carefully. i really enjoy talking about my interests. certain sounds really irritate me. my family member says this is normal.,1
I sometimes miss social cues. i'm working on this.,1
Meeting new people excites me. concerts and parties are fun.,0
Group settings make me anxious. some clothing textures feel uncomfortable. loud noises bother me.,0
I like trying new restaurants. alone end town door.,0
Concerts and parties are fun. i'm working on this.,0
I'm okay with last-minute changes. government whether news attorney give police.,0
Making friends feels challenging sometimes. it depends on my mood.,1
Making friends feels challenging sometimes. strong smells sometimes make me nauseous. i don't always read facial expressions well. themselves almost way report according than deal.,1
I like knowing what to expect. institution laugh them tax.,1
I like knowing what to expect. pass speech company bag.,1
Eye contact feels natural. final fall he do himself rest task only.,0
Meetin' new people excites me. option ten speech executive free.,0
I organize my thingz carefully. i prefer stickin' to my routines. conversations can be confusing. my friend says this is normal.,1
Loud noises bother me. i often struggle with eye contact. it depends on my mood.,1
Conversations can be confusing. conversations can be confusing. i like knowing what to expect. i've noticed this for a while.,0
I prefer sticking to my routines... making friends feels challenging sometimes... i'm working on this...,0
Changes to my schedule upset me. making friends feels challenging sometimes. changes to my schedule upset me. it depends on my mood.,0
I like trying new restaurants. it depends on my mood.,1
I adapt well to new situations. my friend says this is normal.,0
Meeting new people excites me. i'm working on this.,0
Changes to my schedule upset me. my friend says this is normal.,1
Some clothing textures feel uncomfortable. my friend says this is normal.,1
I'm flexible with my schedule. i'm okay with last-minute changes. my friend says this is normal.,0
Conversations can be confusing. i like knowing what to expect. my colleague says this is normal.,1
Conversations can be confusing. my colleague says this is normal.,1
I enjoy socializing with people. i'm okay with last-minute changes.,0
I'm okay with last-minute changes. i like trying new restaurants. i'm working on this.,0
I prefer quiet time alone. i really enjoy talkin' about my interests. my colleague says this is normal.,1
Bright lights can be painful. i'm working on this.,1
Concerts and parties are fun.,0
Certain sounds really irritate me. i organize my thingz carefully. i often struggle with eye contact. my friend says this is normal.,0
Eye contact feels natural. meeting new people excites me. my family member says this is normal.,0
I prefer sticking to my routines. bright lights can be painful. i've noticed this for a while.,1
I like knowing what to expect. i like knowing what to expect. i sometimes don't get jokes right away. sell relationship care painting staff early fear.,1
I eat similar foods regularly. conversations can be confusing. my family member says this is normal.,1
I adapt well to new situations. it depends on my mood.,0
Changes to my schedule upset me. politics together name determine.,0
Eye contact feels natural.,1
Loud noises bother me... it depends on my mood...,1
Conversations can be confusing. my family member says this is normal.,1
I enjoy socializing with people. accept number such establish raise organization position like.,0
I sumtimes don't get jokes right away. i sumtimes don't get jokes right away. i'm workin' on this.,1
I like knowing what to expect.,1
Making friends feels challenging sometimes. changes to my schedule upset me. my family member says this is normal.,1
I prefer quiet time alone. changes to my schedule upset me.,1
People say i'm very literal. group settings make me anxious. i've noticed this for a while.,1
I'm okay with last-minute changes... my friend says this is normal...,0
I'm okay with last-minute changes. eye contact feels natural. i've noticed this for a while.,0
I adapt well to new situations. i adapt well to new situations. it depends on my mood.,1
Eye contact feels natural. meeting new people excites me. i've noticed this for a while.,0
Bright lights can be painful. it depends on my mood.,0
I enjoy socializing with people. i enjoy socializing with people. my friend says this is normal.,0
Meetin' new people excites me. different textures don't bother me. probably language late carry quality specific college story.,0
People say i'm very literal. conversations can be confusing. my colleague says this is normal.,1
Different textures don't bother me. it depends on my mood.,0
Bright lights can be painful. i prefer stickin' to my routines. it depends on my mood.,1
I organize my things carefully. it depends on my mood.,1
I don't always read facial expressions well. making friends feels challenging sometimes. loud noises bother me. it depends on my mood.,0
Conversations can be confusing. i like knowin' what to expect. changes to my schedule upset me. it depends on my mood.,1
I enjoy socializing with people.,0
I like trying new restaurants. concerts and parties are fun. i'm working on this.,0
I'm flexible with my schedule. concerts and parties are fun. i'm working on this.,1
I enjoy socializing with people.,0
Some clothing textures feel uncomfortable... group settings make me anxious... i'm working on this...,1
Concerts and parties are fun.,0
I adapt well to new situations. it depends on my mood.,0
I like trying new restaurants. i enjoy socializing with people. i'm working on this.,0
I like trying new restaurants. i've noticed this for a while.,0
Making friends feels challenging sometimes. i often struggle with eye contact. bright lights can be painful. it depends on my mood.,0
Concerts and parties are fun. it depends on my mood.,1
Loud noises bother me. ready early western quality if successful public pick.,0
Strong smells sometimes make me nauseous... light loss play might organization...,1
Strong smells sometimes make me nauseous. i'm working on this.,1
I adapt well to new situations. over entire size protect worry community.,1
Strong smells sometimes make me nauseous. i'm working on this.,1
I really enjoy talking about my interests.,1
I prefer sticking to my routines. i often struggle with eye contact.,1
I adapt well to new situations. it depends on my mood.,0
Conversations can be confusing. my family member says this is normal.,1
I usually understand sarcasm. i enjoy socializing with people. i've noticed this for a while.,1
Group settings make me anxious... i prefer sticking to my routines... my family member says this is normal...,0
Some clothing textures feel uncomfortable. i've noticed this for a while.,0
I like trying new restaurants. my friend says this is normal.,0
Certain sounds really irritate me... i often struggle with eye contact... changes to my schedule upset me...,1
I like trying new restaurants.,1
I enjoy socializing with people. i've noticed this for a while.,0
I sometimes don't get jokes right away. loud noises bother me. conversations can be confusing. alone trade hope teacher lay ready subject.,0
I don't always read facial expressions well. i've noticed this for a while.,1
I'm flexible with my schedule. different textures don't bother me. box order edge determine describe book near.,0
Changes to my schedule upset me. i prefer quiet time alone. author speak conference country.,1
People say i'm very literal. certain sounds really irritate me.,0
Strong smells sometimes make me nauseous. some clothing textures feel uncomfortable. yourself significant score resource participant success very.,0
Group settings make me anxious. conversations can be confusing. making friends feels challenging sometimes. i'm working on this.,1
I'm okay with last-minute changes. different textures don't bother me. i've noticed this for a while.,0
Eye contact feels natural. where film song senior religious.,0
People say i'm very literal. strong smells sometimes make me nauseous.,1
Group settings make me anxious. i like knowing what to expect. it depends on my mood.,1
I'm okay with last-minute changes. eye contact feels natural. i'm workin' on this.,0
I like trying new restaurants. concerts and parties are fun. i'm working on this.,0
I often struggle with eye contact. i like knowin' what to expect. makin' friends feels challengin' sumtimes. i've noticed this for a while.,1
Eye contact feels natural. i'm okay with last-minute changes.,1
I like trying new restaurants. it depends on my mood.,0
I'm okay with last-minute changes. i enjoy socializing with people. my friend says this is normal.,1
I prefer quiet time alone. i've noticed this for a while.,1
Some clothing textures feel uncomfortable. it depends on my mood.,1
I adapt well to new situations. i'm okay with last-minute changes.,1
I really enjoy talking about my interests.,1
I adapt well to new situations. eye contact feels natural. claim he threat national parent.,0
I prefer quiet time alone. i prefer quiet time alone. it depends on my mood.,1
Eye contact feels natural. i've noticed this for a while.,0
I'm okay with last-minute changes. i'm okay with last-minute changes. i'm working on this.,0
I'm flexible with my schedule. meeting new people excites me. i'm working on this.,1
Loud noises bother me... my friend says this is normal...,0
I enjoy socializin' with people. i adapt well to new situations. i'm workin' on this.,0
Some clothing textures feel uncomfortable. strong smells sometimes make me nauseous. conversations can be confusing. i'm working on this.,0
Group settings make me anxious. i really enjoy talking about my interests.,1
Certain sounds really irritate me. i eat similar foods regularly. loud noises bother me. young ask police newspaper employee safe main.,1
I really enjoy talking about my interests. it depends on my mood.,1
Concerts and parties are fun. i'm flexible with my schedule. i'm working on this.,0
Meeting new people excites me. i adapt well to new situations. black age share room note management.,0
Changes to my schedule upset me. i'm working on this.,1
Strong smells sometimes make me nauseous. certain sounds really irritate me.,1
Different textures don't bother me. i've noticed this for a while.,0
I really enjoy talking about my interests. i prefer sticking to my routines. similar coach stand participant also candidate.,1
Meeting new people excites me.,0
I enjoy socializing with people. i'm working on this.,0
Meeting new people excites me. eye contact feels natural. i've noticed this for a while.,0
I prefer sticking to my routines. conversations can be confusing. i'm working on this.,1
I usually understand sarcasm.,0
I don't always read facial expressions well. conversations can be confusing. i've noticed this for a while.,1
I sometimes miss social cues. i sometimes don't get jokes right away.,0
I like trying new restaurants. eye contact feels natural. i'm working on this.,0
Different textures don't bother me. it depends on my mood.,0
Different textures don't bother me.,0
People say i'm very literal. loud noises bother me. i often struggle with eye contact. answer will page size develop hold that story.,1
I'm flexible with my schedule. my family member says this is normal.,0
I adapt well to new situations. i've noticed this for a while.,1
I eat similar foods regularly. i've noticed this for a while.,1
Group settings make me anxious. it depends on my mood.,0
I enjoy socializing with people. concerts and parties are fun.,0
I enjoy socializing with people. my colleague says this is normal.,1
I like trying new restaurants... i adapt well to new situations...,1
I sometimes don't get jokes right away. i'm working on this.,1
Different textures don't bother me. i've noticed this for a while.,0
I eat similar foods regularly. i don't always read facial expressions well. it depends on my mood.,1
I like knowing what to expect. sister stage trial the mean.,1
Meeting new people excites me. i'm working on this.,0
I'm flexible with my schedule. eye contact feels natural.,0
Different textures don't bother me. i'm working on this.,0
I prefer sticking to my routines. i prefer sticking to my routines. it depends on my mood.,1
I'm okay with last-minute changes. i like trying new restaurants. i'm working on this.,0
I'm okay with last-minute changes.,0
I'm okay with last-minute changes. i've noticed this for a while.,0
I prefer quiet time alone. conversations can be confusing. certain sounds really irritate me. my colleague says this is normal.,0
I sometimes miss social cues. loud noises bother me.,1
Eye contact feels natural. hot fight though class according suggest color cause.,1
I prefer quiet time alone. my family member says this is normal.,1
I enjoy socializing with people. off investment enough yet.,0
I sometimes don't get jokes right away. i eat similar foods regularly. i sometimes don't get jokes right away. it depends on my mood.,1
I sometimes don't get jokes right away. it depends on my mood.,1
I enjoy socializing with people. war low lay.,0
I'm okay with last-minute changes. it depends on my mood.,0
I like trying new restaurants. it depends on my mood.,0
Some clothing textures feel uncomfortable... i prefer sticking to my routines... it depends on my mood...,1
I eat similar foods regularly. i prefer quiet time alone. i'm working on this.,1
Different textures don't bother me. i'm okay with last-minute changes. my colleague says this is normal.,0
Changes to my schedule upset me... conversations can be confusing... my family member says this is normal...,1
Bright lights can be painful. i like knowing what to expect. i eat similar foods regularly. i've noticed this for a while.,1
I'm flexible with my schedule. i'm okay with last-minute changes.,0
I adapt well to new situations. i enjoy socializin' with people. my friend says this is normal.,0
I organize my things carefully... i eat similar foods regularly... bad you plant same large at answer...,1
Concerts and parties are fun. i'm working on this.,0
Concerts and parties are fun. across two sense spend other focus.,0
I sometimes don't get jokes right away. strong smells sometimes make me nauseous. my family member says this is normal.,1
I don't always read facial expressions well. group settings make me anxious. some clothing textures feel uncomfortable. i've noticed this for a while.,1
Certain sounds really irritate me. i sometimes miss social cues. i'm working on this.,0
I sometimes miss social cues. i organize my things carefully.,1
Some clothing textures feel uncomfortable.,1
I prefer quiet time alone. i like knowing what to expect.,1
I adapt well to new situations. it depends on my mood.,1
I really enjoy talking about my interests. i organize my things carefully. i'm working on this.,1
I like trying new restaurants. i enjoy socializing with people. i'm working on this.,0
I like knowing what to expect. people say i'm very literal. changes to my schedule upset me. my colleague says this is normal.,1
I'm flexible with my schedule. i like trying new restaurants. i've noticed this for a while.,1
I adapt well to new situations. i usually understand sarcasm. i'm working on this.,0
I often struggle with eye contact. strong smells sumtimes make me nauseous. i'm workin' on this.,1
I like trying new restaurants. i'm flexible with my schedule. i've noticed this for a while.,0
Strong smells sometimes make me nauseous. group settings make me anxious.,1
I adapt well to new situations. i'm working on this.,0
Group settings make me anxious. some clothing textures feel uncomfortable. i sometimes don't get jokes right away. director may not she decide media.,0
I prefer sticking to my routines.,1
Concerts and parties are fun. concerts and parties are fun. it depends on my mood.,0
I don't always read facial expressions well. changes to my schedule upset me. loud noises bother me. mission phone method.,0
I'm flexible with my schedule. my friend says this is normal.,0
Making friends feels challenging sometimes. i like knowing what to expect. i'm working on this.,1
I adapt well to new situations. public your sell onto.,0
I sometimes don't get jokes right away. loud noises bother me.,1
Meeting new people excites me.,0
I'm flexible with my schedule. i like trying new restaurants. i've noticed this for a while.,0
I don't always read facial expressions well. i organize my things carefully. i've noticed this for a while.,1
I'm okay with last-minute changes. sister yet realize herself will.,1
Strong smells sometimes make me nauseous. i really enjoy talking about my interests. room off several age treat.,0
Different textures don't bother me. i'm flexible with my schedule. i've noticed this for a while.,0
I'm okay with last-minute changes.,0
I adapt well to new situations. it depends on my mood.,0
I adapt well to new situations. different textures don't bother me. really almost they family environmental argue.,0
I often struggle with eye contact. i sometimes don't get jokes right away. i prefer quiet time alone. i'm working on this.,1
I enjoy socializing with people.,0
I eat similar foods regularly. i prefer quiet time alone. i sometimes don't get jokes right away.,1
Conversations can be confusing.,1
Different textures don't bother me.,1
I eat similar foods regularly. i'm working on this.,1
I'm okay with last-minute changes. i'm workin' on this.,0
I enjoy socializing with people. rest out both study allow.,0
Eye contact feels natural. i'm flexible with my schedule. my colleague says this is normal.,0
I prefer quiet time alone. some clothing textures feel uncomfortable. i like knowing what to expect. it depends on my mood.,0
I sometimes miss social cues. changes to my schedule upset me. loud noises bother me.,1
I like knowing what to expect... i prefer quiet time alone... my family member says this is normal...,1
Eye contact feels natural. throw north cost prevent.,0
I'm flexible with my schedule. i enjoy socializing with people. i'm working on this.,0
Making friends feels challenging sometimes. i've noticed this for a while.,1
I usually understand sarcasm. it depends on my mood.,1
I eat similar foods regularly. i'm working on this.,1
I adapt well to new situations. i'm working on this.,0
I prefer sticking to my routines. i really enjoy talking about my interests. i don't always read facial expressions well. i've noticed this for a while.,1
Group settings make me anxious. leg movie later vote huge ago grow serve.,1
I really enjoy talkin' about my interests. some clothin' textures feel uncomfortable. group settings make me anxious. my family member says this is normal.,1
I often struggle with eye contact. people say i'm very literal. i'm working on this.,0
Changes to my schedule upset me. some clothing textures feel uncomfortable. people say i'm very literal. career operation table institution nature smile answer.,1
Bright lights can be painful. i often struggle with eye contact. over sense arrive miss them game chance.,0
I adapt well to new situations. i'm working on this.,0
I prefer quiet time alone. it depends on my mood.,1
I prefer quiet time alone. bright lights can be painful.,0
I don't always read facial expressions well. making friends feels challenging sometimes. bright lights can be painful. i've noticed this for a while.,1
I enjoy socializing with people. it depends on my mood.,0
Changes to my schedule upset me. group settings make me anxious. i'm working on this.,1
Eye contact feels natural. it depends on my mood.,0
Concerts and parties are fun. i'm working on this.,0
I adapt well to new situations.,0
Different textures don't bother me. eye contact feels natural. i'm working on this.,0
I adapt well to new situations. it depends on my mood.,0
Making friends feels challenging sometimes. i organize my things carefully. i often struggle with eye contact. i'm working on this.,1
I don't always read facial expressions well. i don't always read facial expressions well. people say i'm very literal. i'm working on this.,0
I enjoy socializing with people. meeting new people excites me. i'm working on this.,1
I adapt well to new situations. i'm okay with last-minute changes. it depends on my mood.,1
Different textures don't bother me... lot hand financial result power usually...,0
Group settings make me anxious. group settings make me anxious. i've noticed this for a while.,1
Eye contact feels natural.,0
I enjoy socializing with people. i've noticed this for a while.,1
I usually understand sarcasm. i enjoy socializing with people. it depends on my mood.,0
I adapt well to new situations. concerts and parties are fun. i've noticed this for a while.,1
I sometimes don't get jokes right away. i don't always read facial expressions well. my family member says this is normal.,1
Meeting new people excites me. it depends on my mood.,1
I enjoy socializing with people. different textures don't bother me. my friend says this is normal.,0
I usually understand sarcasm. i enjoy socializin' with people. my family member says this is normal.,0
Changes to my schedule upset me. some clothing textures feel uncomfortable.,1
Concerts and parties are fun... i usually understand sarcasm... it depends on my mood...,0
Strong smells sumtimes make me nauseous. certain sounds really irritate me. group settings make me anxious. my colleague says this is normal.,1
Changes to my schedule upset me. it depends on my mood.,1
I usually understand sarcasm. i've noticed this for a while.,0
I eat similar foods regularly. loud noises bother me. i sometimes miss social cues. it depends on my mood.,1
I'm flexible with my schedule. toward star why budget since better.,0
I'm okay with last-minute changes. i'm working on this.,1
Concerts and parties are fun. meeting new people excites me. my colleague says this is normal.,0
Loud noises bother me. making friends feels challenging sometimes. it depends on my mood.,1
Making friends feels challenging sometimes. style board game for system any.,1
I like knowing what to expect. i really enjoy talking about my interests. it depends on my mood.,1
I'm flexible with my schedule. different textures don't bother me. maybe pressure floor church space usually create.,0
I'm flexible with my schedule. i'm flexible with my schedule. it depends on my mood.,0
Concerts and parties are fun. i adapt well to new situations. i've noticed this for a while.,1
I like trying new restaurants. my friend says this is normal.,0
Strong smells sometimes make me nauseous. group settings make me anxious. people say i'm very literal. i'm working on this.,1
Group settings make me anxious... my friend says this is normal...,1
I'm okay with last-minute changes. my friend says this is normal.,0
Some clothin' textures feel uncomfortable. i don't always read facial expressions well. i sumtimes don't get jokes right away. i've noticed this for a while.,0
I adapt well to new situations.,0
Making friends feels challenging sometimes. i've noticed this for a while.,1
I often struggle with eye contact. my colleague says this is normal.,1
I like tryin' new restaurants. eye contact feels natural. through significant agreement president.,0
I prefer sticking to my routines. i sometimes don't get jokes right away. world feeling road woman guess receive local let.,1
Making friends feels challenging sometimes. i eat similar foods regularly. certain sounds really irritate me. my family member says this is normal.,1
I adapt well to new situations.,0
I often struggle with eye contact. lead when great officer wait way.,1
Some clothing textures feel uncomfortable. i like knowing what to expect. i prefer sticking to my routines. i've noticed this for a while.,1
I like trying new restaurants. thing television day miss style around.,0
I enjoy socializing with people. i'm flexible with my schedule. my friend says this is normal.,1
I usually understand sarcasm. i adapt well to new situations. i'm working on this.,0
I often struggle with eye contact. group settings make me anxious. yard agreement offer.,1
Different textures don't bother me. i've noticed this for a while.,0
I usually understand sarcasm. age institution employee anyone.,0
I adapt well to new situations. part fear whatever indicate some.,0
I adapt well to new situations. eye contact feels natural. my family member says this is normal.,1
I sometimes miss social cues. my colleague says this is normal.,1
I don't always read facial expressions well. i really enjoy talking about my interests. determine once of.,1
I like knowing what to expect. i really enjoy talking about my interests. loud noises bother me. my family member says this is normal.,1
Makin' friends feels challengin' sumtimes. bright lights can be painful. i eat similar foods regularly. lay hour message again woman rich even bank.,1
Meeting new people excites me. i adapt well to new situations. my friend says this is normal.,1
I prefer sticking to my routines. i sometimes don't get jokes right away. it depends on my mood.,1
I prefer quiet time alone. i prefer quiet time alone.,1
I like knowing what to expect. i organize my things carefully. it depends on my mood.,1
I'm okay with last-minute changes. my colleague says this is normal.,0
I prefer sticking to my routines. conversations can be confusing. i organize my things carefully. keep body yet practice skin.,1
Different textures don't bother me. i'm working on this.,1
I often struggle with eye contact. i sometimes don't get jokes right away. i'm working on this.,1
Concerts and parties are fun. concerts and parties are fun. my family member says this is normal.,1
I don't always read facial expressions well. conversations can be confusing. i'm working on this.,1
I prefer quiet time alone. i'm working on this.,1
I usually understand sarcasm. my friend says this is normal.,1
Conversations can be confusing. i'm working on this.,1
I don't always read facial expressions well. something rather manage american now admit.,1
Different textures don't bother me. i'm okay with last-minute changes. stock expect worry anyone improve.,0
Concerts and parties are fun. concerts and parties are fun. ability who about four speech set herself.,1
I usually understand sarcasm...,0
Changes to my schedule upset me. i sometimes miss social cues.,0
I like knowin' what to expect. my colleague says this is normal.,1
I eat similar foods regularly. i've noticed this for a while.,0
Meeting new people excites me. i usually understand sarcasm. i've noticed this for a while.,0
Loud noises bother me. i've noticed this for a while.,1
I enjoy socializing with people. i like trying new restaurants. i'm working on this.,0
Meeting new people excites me. factor including from.,0
Different textures don't bother me. i'm okay with last-minute changes. security fund large respond at sumthing.,0
Meeting new people excites me. my colleague says this is normal.,0
Different textures don't bother me. i've noticed this for a while.,0
I eat similar foods regularly.,1
I like trying new restaurants. green ability president military to grow.,0
I'm okay with last-minute changes. i've noticed this for a while.,0
I prefer quiet time alone. my colleague says this is normal.,1
Some clothing textures feel uncomfortable. i don't always read facial expressions well. making friends feels challenging sometimes. i've noticed this for a while.,1
Bright lights can be painful. conversations can be confusing. i often struggle with eye contact. my family member says this is normal.,1
Group settings make me anxious. loud noises bother me. i eat similar foods regularly. i've noticed this for a while.,1
I'm okay with last-minute changes. challenge same head current either information law.,1
I'm flexible with my schedule. i'm flexible with my schedule. my friend says this is normal.,1
Group settings make me anxious. bright lights can be painful. it depends on my mood.,1
Some clothing textures feel uncomfortable. i often struggle with eye contact. bright lights can be painful. it depends on my mood.,1
I prefer sticking to my routines. i eat similar foods regularly. bright lights can be painful. it depends on my mood.,1
I enjoy socializing with people. it depends on my mood.,0
I sometimes miss social cues. people say i'm very literal.,1
I'm okay with last-minute changes. it depends on my mood.,0
I enjoy socializing with people. i'm flexible with my schedule. my friend says this is normal.,0
I like trying new restaurants. i enjoy socializing with people. whose couple rest send production.,0
I organize my things carefully. changes to my schedule upset me. group settings make me anxious. i've noticed this for a while.,1
I'm flexible with my schedule. my friend says this is normal.,1
I like trying new restaurants. my friend says this is normal.,0
Bright lights can be painful. i sometimes miss social cues. changes to my schedule upset me. i've noticed this for a while.,1
I'm okay with last-minute changes. it depends on my mood.,0
I enjoy socializing with people. my friend says this is normal.,0
I'm flexible with my schedule. i'm flexible with my schedule. my friend says this is normal.,0
Changes to my schedule upset me. i'm working on this.,1
Meeting new people excites me.,0
I prefer quiet time alone. making friends feels challenging sometimes. i've noticed this for a while.,1
I prefer sticking to my routines. it depends on my mood.,1
I often struggle with eye contact. i've noticed this for a while.,1
I eat similar foods regularly. my family member says this is normal.,1
I enjoy socializing with people. it depends on my mood.,0
I'm flexible with my schedule.,0
I often struggle with eye contact. loud noises bother me. conversations can be confusing. i'm working on this.,1
Conversations can be confusing. i sometimes don't get jokes right away. some clothing textures feel uncomfortable. i've noticed this for a while.,0
I sometimes miss social cues. i'm working on this.,0
Eye contact feels natural. my family member says this is normal.,1
Strong smells sometimes make me nauseous. strong smells sometimes make me nauseous. i've noticed this for a while.,1
I sometimes miss social cues. water sort student else region court eat physical.,1
Eye contact feels natural. eye contact feels natural.,0
